Title,Bias Rating,Factual Reporting,Country,Press Freedom Rating,Media Type:,Traffic/Popularity:,MBFC Credibility Rating:,Source,Unnamed: 9,link
Vanity Fair (www.vanityfair.com),LEFT,HIGH,USA,USA (45/180 Press Freedom),,High Traffic,HIGH ,https://www.vanityfair.com/,,www.vanityfair.com
Upworthy (www.upworthy.com),LEFT,HIGH,USA,,,,,https://www.upworthy.com/,,www.upworthy.com
Uproxx (uproxx.com),LEFT,MIXED,USA,USA (45/180 Press Freedom),,,,https://www.uproxx.com/,,www.uproxx.com
Unicorn Riot (www.unicornriot.ninja),LEFT,HIGH,USA,,,,,https://www.unicornriot.ninja/,,www.unicornriot.ninja
Truth Theory (truththeory.com),LEFT,HIGH,United Kingdom,,,,,https://www.truththeory.com/,,www.truththeory.com
TruthOut (truthout.org),LEFT,MIXED,USA,USA (44/180 Press Freedom),,Medium Traffic,MEDIUM ,https://www.truthout.org/,,www.truthout.org
TruthDig (www.truthdig.com),LEFT,HIGH,USA,,,,,https://www.truthdig.com/,,www.truthdig.com
TreeHugger (www.treehugger.com),LEFT,HIGH,USA,,,,,https://www.treehugger.com/,,www.treehugger.com
Towleroad (www.towleroad.com),LEFT,HIGH,USA,,,,,https://www.towleroad.com/,,www.towleroad.com
This Magazine (this.org),LEFT,HIGH,Canada,,,,,https://www.this.org/,,www.this.org
Think Progress (thinkprogress.org),LEFT,MIXED,USA,,,,,https://www.thinkprogress.org/,,www.thinkprogress.org
Them.us,LEFT,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://www.them.us/,,www.them.us
The Zero Hour (www.thisisthezerohour.com),LEFT,HIGH,USA,,,,,https://www.thezerohour.com/,,www.thezerohour.com
TheGrio (thegrio.com),LEFT,HIGH,USA,,,,,https://www.thegrio.com/,,www.thegrio.com
The World Can’t Wait (worldcantwait.net),LEFT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://www.worldcantwait.net/,,www.worldcantwait.net
The Week (theweek.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,HIGH ,https://www.theweek.com/,,www.theweek.com
The Washington Spectator (washingtonspectator.org),LEFT,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,HIGH ,https://www.twashingtonspectator.org/,,www.twashingtonspectator.org
The Walrus (thewalrus.ca),LEFT,HIGH,Canada,,,,,https://www.thewalrus.ca/,,www.thewalrus.ca
The Village Voice (www.villagevoice.com),LEFT,HIGH,USA,,,,,https://www.villagevoice.com/,,www.villagevoice.com
The Texas Observer (www.texasobserver.org),LEFT,HIGH,USA,,,,,https://www.texasobserver.com/,,www.texasobserver.com
The Stranger (www.thestranger.com),LEFT,HIGH,USA,,,,,https://www.thestranger.com/,,www.thestranger.com
The Source Newspaper (La Source) (thelasource.com),LEFT,HIGH,Canada ,Canada (14/180 Press Freedom),,Minimal Traffic,MEDIUM,https://www.thelasource.com/,,www.thelasource.com
The Root (www.theroot.com),LEFT,HIGH,USA,,,High Traffic,HIGH ,https://www.theroot.com/,,www.theroot.com
The Progressive Frontier (progressivefrontier.com),LEFT,MIXED,USA,,,,,https://www.progressivefrontier.com/,,www.progressivefrontier.com
The Progressive (www.progressive.org),LEFT,HIGH,,,,Medium Traffic,,https://www.progressive.org/,,www.progressive.org
The Phnom Penh Post (www.phnompenhpost.com),LEFT,MIXED,Cambodia,Cambodia (144/180 Press Freedom),,,,https://www.phnompenhpost.com/,,www.phnompenhpost.com
The Palestine Chronicle (www.palestinechronicle.com),LEFT,HIGH,USA,,,,,https://www.palestinechronicle.com/,,www.palestinechronicle.com
The New Civil Rights Movement (www.thenewcivilrightsmovement.com),LEFT,MIXED,USA,,,,,https://www.thenewcivilrightsmovement.com/,,www.thenewcivilrightsmovement.com
The National Memo (www.nationalmemo.com),LEFT,HIGH,USA,,,,,https://www.nationalmemo.com/,,www.nationalmemo.com
The Nation (https://www.thenation.com/),LEFT,HIGH,USA,MOSTLY FREEDOM,Magazine,Medium Traffic,HIGH ,https://www.thenation.com/,,www.thenation.com
The Morning Star (www.morningstaronline.co.uk),LEFT,HIGH,United Kingdom,,,,,https://www.morningstaronline.co.uk/,,www.morningstaronline.co.uk
The Monthly (Australia) (www.themonthly.com.au),LEFT,HIGH,,,,,,https://www.themonthly.com.au/,,www.themonthly.com.au
The Militant (www.themilitant.com),LEFT,MIXED,USA,MOSTLY FREEDOM,Newspaper,Minimal Traffic,MEDIUM ,https://www.themilitant.com/,,www.themilitant.com
The Mary Sue (www.themarysue.com),LEFT,MIXED,USA,USA (45/180 Press Freedom),,,,https://www.themarysue.com/,,www.themarysue.com
The London Economic (www.thelondoneconomic.com),LEFT,HIGH,United Kingdom,United Kingdom (35/180 Press Freedom),,,,https://www.thelondoneconomic.com/,,www.thelondoneconomic.com
The Lily (www.thelily.com),LEFT,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://www.thelily.com/,,www.thelily.com
The Lever (levernews.com),LEFT,,,,Website,Minimal Traffic,,https://www.levernews.com/,,www.levernews.com
The Intellectualist (theintellectualist.co),LEFT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://www.theintellectualist.co/,,www.theintellectualist.co
The Indypendent (indypendent.org),LEFT,MIXED,USA,,,,,https://www.indypendent.org/,,www.indypendent.org
The Improper Magazine (www.theimproper.com),LEFT,MIXED,USA,USA (45/180 Press Freedom),,,,https://www.theimproper.com/,,www.theimproper.com
The Ghion Journal (ghionjournal.com),LEFT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://www.ghionjournal.com/,,www.ghionjournal.com
The Florida Squeeze (thefloridasqueeze.com),LEFT,MIXED,USA,USA (44/180 Press Freedom),,Minimal Traffic,MEDIUM ,https://www.thefloridasqueeze.com/,,www.thefloridasqueeze.com
The Dworkin Report (dworkinreport.com),LEFT,MIXED,USA,USA (45/180 Press Freedom),,Minimal Traffic,MEDIUM ,https://www.dworkinreport.com/,,www.dworkinreport.com
The Dodo (https://www.thedodo.com),LEFT,MIXED,USA,,,,,https://www.thedodo.com/,,www.thedodo.com
The Democratic Hub (www.democratichub.com),LEFT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://www.democratichub.com/,,www.democratichub.com
The Daily Vox (www.thedailyvox.co.za),LEFT,HIGH,South Africa,,,,,https://www.thedailyvox.co.za/,,www.thedailyvox.co.za
The Daily Buzz (the-daily.buzz),LEFT,MIXED,,,,,,https://www.the-daily.buzz/,,www.the-daily.buzz
The Daily Banter (thedailybanter.com),LEFT,MIXED,USA,USA (45/180 Press Freedom),,,,https://www.thedailybanter.com/,,www.thedailybanter.com
The Daily 49er (www.daily49er.com),LEFT,HIGH,USA,USA (48/180 Press Freedom),,,,https://www.daily49er.com/,,www.daily49er.com
The Cut (thecut.com),LEFT,HIGH,USA,MOSTLY FREEDOM,Website,High Traffic,HIGH ,https://www.thecut.com/,,www.thecut.com
The Climate Reality Project (www.climaterealityproject.org),LEFT,HIGH,USA,USA (45/180 Press Freedom),,Medium Traffic,HIGH ,https://www.climaterealityproject.org/,,www.climaterealityproject.org
The Canary (UK) (www.thecanary.co),LEFT,HIGH,United Kingdom,,,,,https://www.thecanary.co/,,www.thecanary.co
The Burning Spear (www.theburningspear.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.theburningspea.com/,,www.theburningspea.com
The Blue Route (www.blue-route.org),LEFT,HIGH,USA,,,,,https://www.blue-route.org/,,www.blue-route.org
The Baffler (thebaffler.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.thebaffler.com/,,www.thebaffler.com
The Austin Chronicle (www.austinchronicle.com),LEFT,HIGH,USA,USA (45/180 Press Freedom),,,,https://www.austinchronicle.com/,,www.austinchronicle.com
The American Prospect (prospect.org),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.prospect.org/,,www.prospect.org
The American Independent Institute (americanindependent.com),LEFT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Medium Traffic,MEDIUM ,https://www.americanindependent.com/,,www.americanindependent.com
The Advocate (www.advocate.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,,HIGH ,https://www.advocate.com/,,www.advocate.com
Teen Vogue (teenvogue.com),LEFT,MIXED,USA,,,,,https://www.teenvogue.com/,,www.teenvogue.com
Talking Points Memo (talkingpointsmemo.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,HIGH ,https://www.talkingpointsmemo.com/,,www.talkingpointsmemo.com
St. Pete for Peace (www.stpete4peace.org),LEFT,MIXED,USA,USA (45/180 Press Freedom),,Minimal Traffic,MEDIUM,https://www.stpete4peace.org/,,www.stpete4peace.org
Splinter (splinternews.com),LEFT,MIXED,USA,,,,,https://www.splinternews.com/,,www.splinternews.com
Southern Poverty Law Center (www.splcenter.org),LEFT,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Medium Traffic,HIGH ,https://www.splcenter.com/,,www.splcenter.com
SourceWatch (www.sourcewatch.org),LEFT,HIGH,USA,,,,,https://www.sourcewatch.org/,,www.sourcewatch.org
Source Politics (sourcepolitics.com/),LEFT,MIXED,USA,,,,,https://www.source-politics.com/,,www.source-politics.com
SocialistWorker.org (socialistworker.org),LEFT,HIGH,USA,,,,,https://www.socialistworker.org/,,www.socialistworker.org
Socialist Standard (www.worldsocialism.org),LEFT,MIXED,United Kingdom,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM,https://www.worldsocialism.org/,,www.worldsocialism.org
Smirking Chimp,LEFT,MIXED,USA,USA (44/180 Press Freedom),,Medium Traffic,MEDIUM ,http://www.smirkingchimp.com/,,www.smirkingchimp.com
Sludge (readsludge.com),LEFT,HIGH,USA,MOSTLY FREEDOM,Website,Minimal Traffic,HIGH ,https://www.readsludge.com/,,www.readsludge.com
Slate (www.slate.com),LEFT,HIGH,USA,MOSTLY FREEDOM,Website,High Traffic,HIGH ,https://www.slate.com/,,www.slate.com
Shondaland (shondaland.com),LEFT,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://www.shondaland.com/,,www.shondaland.com
ShareBlue (shareblue.com),LEFT,MIXED,USA,,,,,https://www.shareblue.com/,,www.shareblue.com
Shadow Proof (shadowproof.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Minimal Traffic,HIGH ,https://www.shadowproof.com/,,www.shadowproof.com
Seventeen,LEFT,HIGH,USA,,,,,https://www.seventeen.com/,,www.seventeen.com
Second Nexus (secondnexus.com),LEFT,MIXED,USA,,,,,https://www.secondnexus.com/,,www.secondnexus.com
Scary Mommy (www.scarymommy.com),LEFT,,,,,Medium Traffic,,https://www.scarymommy.com/,,www.scarymommy.com
San Francisco Bay View (sfbayview.com),LEFT,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://www.sfbayview.com/,,www.sfbayview.com
Salon (www.salon.com),LEFT,MIXED,USA,MOSTLY FREEDOM,Website,High Traffic,MEDIUM ,https://www.salon.com/,,www.salon.com
Rolling Stone (www.rollingstone.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,HIGH ,https://www.rollingstone.com/,,www.rollingstone.com
Ring of Fire (trofire.com),LEFT,MIXED,USA,USA (44/180 Press Freedom),,Minimal Traffic,MEDIUM ,https://www.trofire.com/,,www.trofire.com
Right Wing Watch (www.rightwingwatch.org),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.rightwingwatch.org/,,www.rightwingwatch.org
ReWire.news (rewire.news),LEFT,HIGH,USA,,,,,https://www.rewire.news/,,www.rewire.news
Revcom.us (revcom.us),LEFT,MIXED,USA,,,,,https://www.revcom.us/,,www.revcom.us
Resilience (Post Carbon Institute) (www.resilience.org),LEFT,MIXED,USA,,,,,https://www.resilience.org,,www.resilience.org
Republic Report (www.republicreport.org),LEFT,HIGH,USA,USA (45/180 Press Freedom),,,,https://www.republicreport.org/,,www.republicreport.org
Refinery29 (refinery29.com),LEFT,HIGH,USA,USA (45/180 Press Freedom),,High Traffic,HIGH ,https://www.refinery29.com/,,www.refinery29.com
Red Pepper (www.redpepper.org.uk),LEFT,HIGH,United Kingdom,,,,,https://www.redpepper.org.uk/,,www.redpepper.org.uk
Real News Network (therealnews.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.therealnews.com/,,www.therealnews.com
Reading the Pictures (www.readingthepictures.org),LEFT,MIXED,USA,USA (44/180 Press Freedom),,Minimal Traffic,MEDIUM ,https://www.readingthepictures.org/,,www.readingthepictures.org
Reader Supported News (RSN) (readersupportednews.org),LEFT,MIXED,USA,USA (44/180 Press Freedom),,Minimal Traffic,LOW,https://www.eadersupportednews.org,,www.eadersupportednews.org
Raw Story (www.rawstory.com),LEFT,MIXED,USA,MOSTLY FREEDOM,Website,High Traffic,MEDIUM ,https://www.rawstory.com/,,www.rawstory.com
Rantt Media (rantt.com),LEFT,HIGH,USA,,,,,https://www.rantt.com/,,www.rantt.com
Rabble.ca (rabble.ca),LEFT,HIGH,Canada,,,,,https://www.rabble.ca/,,www.rabble.ca
Queerty (www.queerty.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.queerty.com/,,www.queerty.com
Project Censored (projectcensored.org),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Minimal Traffic,HIGH ,https://www.projectcensored.org/,,www.projectcensored.org
Progressive Change Campaign Committee (boldprogressives.org),LEFT,MIXED,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://www.boldprogressives.org,,www.boldprogressives.org
Press Progress (www.pressprogress.ca),LEFT,HIGH,Canada,,,,,https://www.pressprogress.ca/,,www.pressprogress.ca
Popular Resistance (popularresistance.org),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Minimal Traffic,HIGH ,https://www.popularresistance.org/,,www.popularresistance.org
Popular Information (popular.info),LEFT,HIGH,USA,MOSTLY FREEDOM,Website,Minimal Traffic,HIGH ,https://www.popular.info/,,www.popular.info
Politizoom (politizoom.com),LEFT,MIXED,USA,,,,,https://www.politizoom.com/,,www.politizoom.com
PoliticusUsa (www.politicususa.com),LEFT,HIGH,USA,MOSTLY FREEDOM,Website,Medium Traffic,HIGH ,https://www.politicususa.com/,,www.politicususa.com
Political Tribune (politicaltribune.org),LEFT,MIXED,USA,MOSTLY FREEDOM,Website,Medium Traffic,MEDIUM ,https://www.dc-tribune/,,www.dc-tribune
Political Dig (politicaldig.com),LEFT,MIXED,USA,,,,,https://www.politicaltribune.org/,,www.politicaltribune.org
Pink News (www.pinknews.co.uk),LEFT,HIGH,United Kingdom,,,,,https://www.pinknews.co.uk/,,www.pinknews.co.uk
PINAC (photographyisnotacrime.com),LEFT,HIGH,USA,MOSTLY FREEDOM,Website,Minimal Traffic,HIGH ,https://www.photographyisnotacrime.com/,,www.photographyisnotacrime.com
People Magazine (people.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,HIGH ,https://www.people.com/,,www.people.com
People for the American Way (PFAW) (www.pfaw.org),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Minimal Traffic,MEDIUM ,https://www.pfaw.org/,,www.pfaw.org
Peacock Panache (www.peacock-panache.com),LEFT,MIXED,USA,,,,,https://www.peacock-panache.com/,,www.peacock-panache.com
Paste Magazine (www.pastemagazine.com),LEFT,HIGH,USA,,,,,https://www.pastemagazine.com/,,www.pastemagazine.com
Palmer Report (www.palmerreport.com),LEFT,MIXED,USA,USA (44/180 Press Freedom),,Medium Traffic,MEDIUM ,https://www.palmerreport.com/,,www.palmerreport.com
Out Magazine (out.com),LEFT,HIGH,USA,MOSTLY FREEDOM,Magazine,Medium Traffic,MEDIUM ,https://www.out.com/,,www.out.com
OpEdNews (OEN) (www.opednews.com),LEFT,MIXED,USA,USA (45/180 Press Freedom),,Minimal Traffic,MEDIUM ,https://www.opednews.com/,,www.opednews.com
One Green Planet (www.onegreenplanet.org),LEFT,MIXED,USA,USA (45/180 Press Freedom),,,,https://www.onegreenplanet.org/,,www.onegreenplanet.org
Occupy.com (www.occupy.com),LEFT,HIGH,USA,,,,,https://www.occupy.com/,,www.occupy.com
Now Magazine (nowtoronto.com),LEFT,HIGH,Canada,MOSTLY FREEDOM,Magazine,Medium Traffic,HIGH ,https://www.nowtoronto.com/,,www.nowtoronto.com
North99 (north99.org),LEFT,MIXED,Canada,,,,,https://www.north99.org/,,www.north99.org
NewsOne (www.newsone.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.newsone.com/,,www.newsone.com
News Hounds (www.newshounds.us),LEFT,MIXED,USA,,,,,https://www.newshounds.us/,,www.newshounds.us
News Corpse (newscorpse.com),LEFT,MIXED,USA,,,,,https://www.newscorpse.com/,,www.newscorpse.com
New Yorker (www.newyorker.com),LEFT,HIGH,USA,USA (45/180 Press Freedom),,High Traffic,HIGH ,https://www.newyorker.com/,,www.newyorker.com
New York Magazine (nymag.com),LEFT,HIGH,USA,USA (45/180 Press Freedom),,High Traffic,HIGH ,https://www.nymag.com/,,www.nymag.com
New York Amsterdam News (amsterdamnews.com),LEFT,HIGH,USA,,,,,https://www.amsterdamnews.com/,,www.amsterdamnews.com
New Statesman (www.newstatesman.com),LEFT-CENTER,HIGH,United Kingdom,United Kingdom (33/180 Press Freedom),,Medium Traffic,HIGH ,https://www.newstatesman.com/,,www.newstatesman.com
New Republic (newrepublic.com),LEFT,HIGH,USA,USA (45/180 Press Freedom),,Medium Traffic,HIGH ,https://www.newrepublic.com/,,www.newrepublic.com
New Politics Magazine (newpol.org),LEFT,MIXED,USA,,,,,https://www.newpol.org/,,www.newpol.org
New Internationalist (newint.org),LEFT,HIGH,United Kingdom,,,,,https://www.newint.org/,,www.newint.org
NC Policy Watch (www.ncpolicywatch.com),LEFT,,,,,,,https://www.ncpolicywatch.com/,,www.ncpolicywatch.com
Natural Resources Defense Council (www.nrdc.org),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.nrdc.org,,www.nrdc.org
National Association for the Advancement of Colored People (NAACP) (www.naacp.org),LEFT,HIGH,USA,USA (45/180 Press Freedom),,,,https://www.naacp.org,,www.naacp.org
Nation of Change (www.nationofchange.org),LEFT,HIGH,USA,,,,,https://www.nationofchange.org/,,www.nationofchange.org
MSNBC (www.msnbc.com),LEFT,MIXED,USA,MOSTLY FREEDOM,TV Station,High Traffic,MEDIUM ,https://www.msnbc.com/,,www.msnbc.com
Ms. (Magazine) (www.msmagazine.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.msmagazine.com/,,www.msmagazine.com
Moon of Alabama (www.moonofalabama.org),LEFT,MIXED,USA,,,,,https://www.moonofalabama.org/,,www.moonofalabama.org
Monthly Review (monthlyreview.org),LEFT,HIGH,USA,,,,,https://www.monthlyreview.org/,,www.monthlyreview.org
Modern Liberals (modernliberals.com),LEFT,MIXED,USA,,,,,https://www.modernliberals.com/,,www.modernliberals.com
Middletown Media (www.muncievoice.com),LEFT,MIXED,USA,USA (44/180 Press Freedom),,Minimal Traffic,MEDIUM ,https://www.muncievoice.com/,,www.muncievoice.com
Middle East Monitor (www.middleeastmonitor.com),LEFT,MIXED,United Kingdom,UK (33/180 Press Freedom),,,,https://www.middleeastmonitor.com/,,www.middleeastmonitor.com
Miami New Times (www.miaminewtimes.com),LEFT-CENTER,HIGH,,USA (45/180 Press Freedom),,Minimal Traffic,HIGH ,https://www.miaminewtimes.com/,,www.miaminewtimes.com
Merry Jane (www.merryjane.com),LEFT,MIXED,,USA (45/180 Press Freedom),,Medium Traffic,MEDIUM,https://www.merryjane.com/,,www.merryjane.com
MeidasTouch (meidastouch.com),LEFT,MIXED,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://www.meidastouch.com/,,www.meidastouch.com
Meduza (meduza.io),LEFT,HIGH,Latvia,MOSTLY FREEDOM,Website,High Traffic,HIGH ,https://www.meduza.io/,,www.meduza.io
Mediaite (www.mediaite.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,HIGH ,https://www.mediaite.com/,,www.mediaite.com
Media Matters (mediamatters.org),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.mediamatters.org/,,www.mediamatters.org
Mashable (mashable.com),LEFT,HIGH,USA,,,,,https://www.mashable.com/,,www.mashable.com
Maine Beacon (mainebeacon.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Minimal Traffic,HIGH ,https://www.mainebeacon.com/,,www.mainebeacon.com
Little Green Footballs (littlegreenfootballs.com),LEFT,HIGH,USA,,,,,https://www.littlegreenfootballs.com/,,www.littlegreenfootballs.com
Liberation News (www.liberationnews.org),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Minimal Traffic,MEDIUM ,https://www.liberationnews.org/,,www.liberationnews.org
Liberal America (liberalamerica.life),LEFT,MIXED,USA,,,,,https://www.liberalamerica.life/,,www.liberalamerica.life
Libcom.org (libcom.org),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,MEDIUM ,https://www.libcom.org/,,www.libcom.org
LGBTQ Nation (www.lgbtqnation.com),LEFT,HIGH,USA,,,,,https://www.lgbtqnation.com/,,www.lgbtqnation.com
Left Voice (www.leftvoice.org),LEFT,MIXED,USA,USA (44/180 Press Freedom),,Minimal Traffic,MEDIUM ,https://www.leftvoice.org/,,www.leftvoice.org
Left Over Rights (leftoverrights.com),LEFT,MIXED,,,,,,https://www.leftoverrights.co/,,www.leftoverrights.co
Left Foot Forward (leftfootforward.org),LEFT-CENTER,MIXED,United Kingdom ,USA (44/180 Press Freedom),,Minimal Traffic,MEDIUM,https://www.leftfootforward.co/,,www.leftfootforward.co
LA Weekly (laweekly.com),LEFT,MIXED,USA,MOSTLY FREEDOM,Newspaper,Medium Traffic,MEDIUM ,https://www.laweekly.com/,,www.laweekly.com
Lavender Magazine (www.lavendermagazine.com),LEFT,HIGH,USA,,,,,https://www.lavendermagazine.com/,,www.lavendermagazine.com
Latest.com (latest.com),LEFT,MIXED,USA,USA (45/180 Press Freedom),,,,https://www.latest.com/,,www.latest.com
JoeBiden.com,LEFT,HIGH,,,,Medium Traffic,HIGH ,https://www.joebiden.com/,,www.joebiden.com
Jezebel (jezebel.com),LEFT,HIGH,USA,,,,,https://www.jezebel.com/,,www.jezebel.com
Jacobin (www.jacobinmag.com),LEFT,HIGH,USA,USA (45/180 Press Freedom),,Medium Traffic,HIGH ,https://www.jacobinmag.com/,,www.jacobinmag.com
It’s Going Down (itsgoingdown.org),LEFT,MIXED,USA,,,,,https://www.itsgoingdown.org/,,www.itsgoingdown.org
Iowa Starting Line (iowastartingline.com),LEFT,HIGH,USA,,,,,https://www.iowastartingline.com/,,www.iowastartingline.com
Intrepid Report (www.intrepidreport.com),LEFT,MIXED,USA,,,,,https://www.intrepidreport.com/,,www.intrepidreport.com
International Viewpoint (www.internationalviewpoint.org),LEFT,MIXED,United Kingdom,MOSTLY FREEDOM,Magazine,Minimal Traffic,LOW ,https://www.internationalviewpoint.org/,,www.internationalviewpoint.org
Institute for Policy Studies (www.ips-dc.org),LEFT,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://www.ips-dc.org/,,www.ips-dc.org
Informed Comment (Juan Cole) (www.juancole.com),LEFT,HIGH,USA,MOSTLY FREEDOM,Website,Minimal Traffic,MEDIUM ,https://www.iwww.juancole.com/,,www.iwww.juancole.com
Inequality Media (www.inequalitymedia.org),LEFT,HIGH,USA,,,,,https://www.iwww.inequalitymedia.org/,,www.iwww.inequalitymedia.org
In These Times (inthesetimes.com),LEFT,HIGH,USA,,,,,https://www.inthesetimes.com/,,www.inthesetimes.com
In Defence of Marxism (www.marxist.com),LEFT,HIGH,United Kingdom,United Kingdom (33/180 Press Freedom),,Medium Traffic,MEDIUM,https://www.marxist.com/,,www.marxist.com
Human Rights Campaign (www.hrc.org),LEFT,HIGH,USA,USA (44/180 Press Freedom),,Medium Traffic,HIGH ,https://www.hrc.org/,,www.hrc.org
Huffington Post (www.huffingtonpost.com),LEFT,MIXED,USA,MOSTLY FREEDOM,Website,High Traffic,MEDIUM ,https://www.huffingtonpost.com/,,www.huffingtonpost.com
Hill Reporter (hillreporter.com),LEFT,HIGH,USA,,,,,https://www.hillreporter.com/,,www.hillreporter.com
Haaretz (www.haaretz.com),LEFT,HIGH,Israel,Israel (86/180 Press Freedom),,High Traffic,HIGH ,https://www.haaretz.com/,,www.haaretz.com
Guardians of Democracy (theguardiansofdemocracy.com),LEFT,MIXED,USA,,,,,https://www.theguardiansofdemocracy.com/,,www.theguardiansofdemocracy.com
Guardian Liberty Voice (guardianlv.com),LEFT,HIGH,USA,USA (45/180 Press Freedom),,,,https://www.guardianlv.com/,,www.guardianlv.com
Grit Post (gritpost.com),LEFT,HIGH,USA,,,,,https://www.gritpost.com/,,www.gritpost.com
Green Left Weekly (www.greenleft.org.au),LEFT,MIXED,Australia,Australia (26/180 Press Freedom),,,,https://www.greenleft.org.au/,,www.greenleft.org.au
Grasping Reality With Both Hands: Bradford Delong (www.bradford-delong.com),LEFT,HIGH,USA,USA (45/180 Press Freedom),,,,https://www.bradford-delong.com/,,www.bradford-delong.com
GQ Magazine (www.gq.com),LEFT,HIGH,USA,,,,,https://www.gq.com/,,www.gq.com
Good Magazine (www.good.is),LEFT,HIGH,USA,,,,,https://www.good.is/,,www.good.is
Global Voices (globalvoices.org),LEFT,HIGH,USA,USA (48/180 Press Freedom),,,,https://www.globalvoices.org/,,www.globalvoices.org
Gizmodo (gizmodo.com),LEFT,HIGH,USA,USA (44/180 Press Freedom),,High Traffic,HIGH ,https://www.gizmodo.com/,,www.gizmodo.com
Geopolitics Alert (geopoliticsalert.com),LEFT,MIXED,USA,,,,,https://www.geopolitics.com/,,www.geopolitics.com
Gay Star News (www.gaystarnews.com),LEFT,MIXED,United Kingdom,United Kingdom (33/180 Press Freedom),,Medium Traffic,MEDIUM,https://www.gaystarnews.com/,,www.gaystarnews.com
FSTv (Freespeech.org) (www.freespeech.org),LEFT,MIXED,USA,,,,,https://www.freespeech.org/,,www.freespeech.org
Front Page Live (www.frontpagelive.com),LEFT,HIGH,USA,,,,,https://www.frontpagelive.com/,,www.frontpagelive.com
Freedom News and Journal (freedomnews.org.uk),LEFT,HIGH,United Kingdom,MOSTLY FREEDOM,Website,Minimal Traffic,HIGH ,https://www.freedomnews.org.uk/,,www.freedomnews.org.uk
Freedom From Religion Foundation (ffrf.org),LEFT,MIXED,USA,,,,,https://www.ffrf.com/,,www.ffrf.com
Free Rein News (frnewsreport.com),LEFT,HIGH,Unknown,,,,,https://www.frnewsreport.com/,,www.frnewsreport.com
Free Press (freepress.org),LEFT,HIGH,USA,MOSTLY FREEDOM,Organization/Foundation,Minimal Traffic,MEDIUM ,https://www.freepress.org/,,www.freepress.org
Foreign Policy News (foreignpolicynews.org),LEFT,MIXED,USA,,,,,https://www.foreignpolicynews.org/,,www.foreignpolicynews.org
Foreign Policy Journal (www.foreignpolicyjournal.com),LEFT,MIXED,USA,,,,,https://www.foreignpolicyjournal.com/,,www.foreignpolicyjournal.com
Food and Water Watch (www.foodandwaterwatch.org),LEFT,MIXED,USA,,,,,https://www.foodandwaterwatch.org/,,www.foodandwaterwatch.org
